DATA_EMISSAO;DATA_EMBARQUE;HORA_EMBARQUE;CIA_BILHETE;TRECHO;ORIGEM;DESTINO;CUPOM;BILHETE;TIPO;CABINE;CIA_VOO;VALOR_BRL;EMPRESA;CNPJ;IATA_AGENCIA;BASE_VENDA;QTD_PAX;NUM_VOO;CONSOLIDADA
26/06/2019;30/06/2019;23:59;G3;CNF/CGH/JPA;CNF;CGH;1;170;N;Z;ZZ;680,76;1;;9999999999;SAO;1;;
26/06/2019;30/06/2019;23:59;G3;CNF/CGH/JPA;CGH;JPA;2;170;N;Z;ZZ;680,76;1;;9999999999;SAO;1;;
26/06/2019;14/10/2019;23:59;G3;GRU/MOC/GRU;GRU;MOC;1;171;N;Z;ZZ;342,06;21;;9999999999;SAO;1;;
26/06/2019;16/10/2019;23:59;G3;GRU/MOC/GRU;MOC;GRU;2;171;N;Z;ZZ;342,06;21;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;JJ;POA/CGH;POA;CGH;1;172;N;Z;ZZ;881,36;2;;9999999999;SAO;1;;
26/06/2019;07/07/2019;23:59;JJ;FOR/REC;FOR;REC;1;173;N;Z;ZZ;159,71;1;;9999999999;SAO;1;;
26/06/2019;07/07/2019;23:59;G3;POA/CGH;POA;CGH;1;174;N;Z;ZZ;639,67;18;;9999999999;SAO;1;;
26/06/2019;05/07/2019;23:59;JJ;CGH/POA;CGH;POA;1;175;N;Z;ZZ;513,84;18;;9999999999;SAO;1;;
26/06/2019;02/07/2019;23:59;G3;CGH/CNF;CGH;CNF;1;176;N;Z;ZZ;0;1;;9999999999;SAO;1;;
26/06/2019;02/07/2019;23:59;JJ;CGH/JOI;CGH;JOI;1;177;N;Z;ZZ;89,9;49;;9999999999;SAO;1;;
26/06/2019;02/07/2019;23:59;G3;SDU/CGH/SDU;SDU;CGH;1;178;N;Z;ZZ;1.364,80;43;;9999999999;SAO;1;;
26/06/2019;04/07/2019;23:59;G3;SDU/CGH/SDU;CGH;SDU;2;178;N;Z;ZZ;1.364,80;43;;9999999999;SAO;1;;
26/06/2019;11/07/2019;23:59;JJ;CGH/CGB/CGH;CGH;CGB;1;179;N;Z;ZZ;1.381,38;19;;9999999999;SAO;1;;
26/06/2019;12/07/2019;23:59;JJ;CGH/CGB/CGH;CGB;CGH;2;179;N;Z;ZZ;1.381,38;19;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;JJ;SJP/CGH/SSA;SJP;CGH;1;18;N;Z;ZZ;742,9;14;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;JJ;SJP/CGH/SSA;CGH;SSA;2;18;N;Z;ZZ;742,9;14;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;G3;GRU/BEL;GRU;BEL;1;180;N;Z;ZZ;710,91;19;;9999999999;SAO;1;;
26/06/2019;04/07/2019;23:59;JJ;BEL/GRU;BEL;GRU;1;181;N;Z;ZZ;710,91;19;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;G3;GRU/THE/BSB/CGH;GRU;THE;1;182;N;Z;ZZ;1.543,04;1;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;G3;GRU/THE/BSB/CGH;THE;BSB;2;182;N;Z;ZZ;1.543,04;1;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;G3;GRU/THE/BSB/CGH;BSB;CGH;3;182;N;Z;ZZ;1.543,04;1;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;G3;NVT/CGH;NVT;CGH;1;183;N;Z;ZZ;838,9;46;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;JJ;CGH/NVT;CGH;NVT;1;184;N;Z;ZZ;629,16;46;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;JJ;CGH/NVT;CGH;NVT;1;185;N;Z;ZZ;629,16;46;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;G3;NVT/CGH;NVT;CGH;1;186;N;Z;ZZ;838,9;46;;9999999999;SAO;1;;
26/06/2019;02/07/2019;23:59;JJ;CGH/JOI/CGH;CGH;JOI;1;187;N;Z;ZZ;179,8;49;;9999999999;SAO;1;;
26/06/2019;02/07/2019;23:59;JJ;CGH/JOI/CGH;JOI;CGH;2;187;N;Z;ZZ;179,8;49;;9999999999;SAO;1;;
26/06/2019;28/06/2019;23:59;JJ;CGH/SDU;CGH;SDU;1;188;N;Z;ZZ;1.124,46;1;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;G3;THE/GRU;THE;GRU;1;189;N;Z;ZZ;1.161,86;1;;9999999999;SAO;1;;
26/06/2019;09/07/2019;23:59;AD;CNF/UDI/CNF;CNF;UDI;1;19;N;Z;ZZ;1.039,80;1;;9999999999;SAO;1;;
26/06/2019;10/07/2019;23:59;AD;CNF/UDI/CNF;UDI;CNF;2;19;N;Z;ZZ;1.039,80;1;;9999999999;SAO;1;;
26/06/2019;28/06/2019;23:59;G3;FOR/BSB/CGH;FOR;BSB;1;190;N;Z;ZZ;1.495,06;1;;9999999999;SAO;1;;
26/06/2019;28/06/2019;23:59;G3;FOR/BSB/CGH;BSB;CGH;2;190;N;Z;ZZ;1.495,06;1;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;AD;BEL/SLZ;BEL;SLZ;1;191;N;Z;ZZ;1.172,60;1;;9999999999;SAO;1;;
26/06/2019;29/07/2019;23:59;AD;CGH/CNF/MOC/CNF/CGH;CGH;CNF;1;192;N;Z;ZZ;1.706,80;60;;9999999999;SAO;1;;
26/06/2019;29/07/2019;23:59;AD;CGH/CNF/MOC/CNF/CGH;CNF;MOC;2;192;N;Z;ZZ;1.706,80;60;;9999999999;SAO;1;;
26/06/2019;01/08/2019;23:59;AD;CGH/CNF/MOC/CNF/CGH;MOC;CNF;3;192;N;Z;ZZ;1.706,80;60;;9999999999;SAO;1;;
26/06/2019;01/08/2019;23:59;AD;CGH/CNF/MOC/CNF/CGH;CNF;CGH;4;192;N;Z;ZZ;1.706,80;60;;9999999999;SAO;1;;
26/06/2019;02/07/2019;23:59;G3;BEL/BSB/BEL;BEL;BSB;1;193;N;Z;ZZ;1.799,80;57;;9999999999;SAO;1;;
26/06/2019;04/07/2019;23:59;G3;BEL/BSB/BEL;BSB;BEL;2;193;N;Z;ZZ;1.799,80;57;;9999999999;SAO;1;;
26/06/2019;26/06/2019;23:59;JJ;NVT/GRU;NVT;GRU;1;194;N;Z;ZZ;355,9;46;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;JJ;CGH/SDU/CGH;CGH;SDU;1;195;N;Z;ZZ;1.307,50;31;;9999999999;SAO;1;;
26/06/2019;05/07/2019;23:59;JJ;CGH/SDU/CGH;SDU;CGH;2;195;N;Z;ZZ;1.307,50;31;;9999999999;SAO;1;;
26/06/2019;05/07/2019;23:59;JJ;CGH/VIX;CGH;VIX;1;196;N;Z;ZZ;599,89;37;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;AD;VIX/CNF/CGH;VIX;CNF;1;197;N;Z;ZZ;716,9;37;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;AD;VIX/CNF/CGH;CNF;CGH;2;197;N;Z;ZZ;716,9;37;;9999999999;SAO;1;;
26/06/2019;13/07/2019;23:59;G3;FOR/GRU;FOR;GRU;1;198;N;Z;ZZ;532,85;247;;9999999999;SAO;1;;
26/06/2019;08/07/2019;23:59;AD;GRU/FOR;GRU;FOR;1;199;N;Z;ZZ;784,9;247;;9999999999;SAO;1;;
26/06/2019;28/06/2019;23:59;JJ;CGH/RAO/CGH;CGH;RAO;1;2;N;Z;ZZ;1.291,48;1;;9999999999;SAO;1;;
26/06/2019;28/06/2019;23:59;JJ;CGH/RAO/CGH;RAO;CGH;2;2;N;Z;ZZ;1.291,48;1;;9999999999;SAO;1;;
26/06/2019;15/07/2019;23:59;AD;FOR/THE;FOR;THE;1;20;N;Z;ZZ;189,9;25;;9999999999;SAO;1;;
26/06/2019;06/08/2019;23:59;JJ;GRU/VIX/GRU;GRU;VIX;1;200;N;Z;ZZ;353,8;15;;9999999999;SAO;1;;
26/06/2019;07/08/2019;23:59;JJ;GRU/VIX/GRU;VIX;GRU;2;200;N;Z;ZZ;353,8;15;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;G3;CGH/NVT/CGH;CGH;NVT;1;201;N;Z;ZZ;1.538,82;19;;9999999999;SAO;1;;
26/06/2019;02/07/2019;23:59;G3;CGH/NVT/CGH;NVT;CGH;2;201;N;Z;ZZ;1.538,82;19;;9999999999;SAO;1;;
26/06/2019;12/07/2019;23:59;G3;BSB/CNF;BSB;CNF;1;202;N;Z;ZZ;470,61;19;;9999999999;SAO;1;;
26/06/2019;30/06/2019;23:59;JJ;GRU/BSB;GRU;BSB;1;203;N;Z;ZZ;788,25;19;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;AV;GRU/BOG/MIA;GRU;BOG;1;204;I;Z;ZZ;5.879,51;46;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;AV;GRU/BOG/MIA;BOG;MIA;2;204;I;Z;ZZ;5.879,51;46;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;G3;SDU/BSB/SDU;SDU;BSB;1;205;N;Z;ZZ;2.799,80;31;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;G3;SDU/BSB/SDU;BSB;SDU;2;205;N;Z;ZZ;2.799,80;31;;9999999999;SAO;1;;
26/06/2019;29/06/2019;23:59;G3;NAT/FOR/SSA;NAT;FOR;1;206;N;Z;ZZ;935;1;;9999999999;SAO;1;;
26/06/2019;29/06/2019;23:59;G3;NAT/FOR/SSA;FOR;SSA;2;206;N;Z;ZZ;935;1;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;AD;SSA/REC/NAT;SSA;REC;1;207;N;Z;ZZ;1.363,31;1;;9999999999;SAO;1;;
26/06/2019;27/06/2019;23:59;AD;SSA/REC/NAT;REC;NAT;2;207;N;Z;ZZ;1.363,31;1;;9999999999;SAO;1;;
27/06/2019;01/07/2019;23:59;G3;CGH/JOI/CGH;CGH;JOI;1;208;N;Z;ZZ;128,16;1;;9999999999;SAO;1;;
27/06/2019;03/07/2019;23:59;G3;CGH/JOI/CGH;JOI;CGH;2;208;N;Z;ZZ;128,16;1;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;AD;VCP/GIG;VCP;GIG;1;209;N;Z;ZZ;713,9;56;;9999999999;SAO;1;;
26/06/2019;26/06/2019;23:59;G3;BEL/GRU/NVT;BEL;GRU;1;21;N;Z;ZZ;659,51;1;;9999999999;SAO;1;;
26/06/2019;26/06/2019;23:59;G3;BEL/GRU/NVT;GRU;NVT;2;21;N;Z;ZZ;659,51;1;;9999999999;SAO;1;;
27/06/2019;05/07/2019;23:59;G3;GIG/VCP;GIG;VCP;1;210;N;Z;ZZ;522,4;56;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;G3;GIG/VCP;GIG;VCP;1;211;N;Z;ZZ;617,4;56;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;AD;VCP/GIG;VCP;GIG;1;212;N;Z;ZZ;299,9;56;;9999999999;SAO;1;;
27/06/2019;15/07/2019;23:59;AD;VCP/GIG;VCP;GIG;1;213;N;Z;ZZ;299,9;56;;9999999999;SAO;1;;
27/06/2019;16/07/2019;23:59;G3;GIG/VCP;GIG;VCP;1;214;N;Z;ZZ;284,9;56;;9999999999;SAO;1;;
27/06/2019;25/07/2019;23:59;G3;GIG/VCP;GIG;VCP;1;215;N;Z;ZZ;208,9;56;;9999999999;SAO;1;;
27/06/2019;24/07/2019;23:59;AD;VCP/GIG;VCP;GIG;1;216;N;Z;ZZ;109,9;56;;9999999999;SAO;1;;
27/06/2019;02/08/2019;23:59;G3;GIG/VCP;GIG;VCP;1;217;N;Z;ZZ;104,4;56;;9999999999;SAO;1;;
27/06/2019;01/08/2019;23:59;AD;VCP/GIG;VCP;GIG;1;218;N;Z;ZZ;109,9;56;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;G3;CNF/CGH/POA/CGH/CNF;CNF;CGH;1;219;N;Z;ZZ;930,24;1;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;G3;CNF/CGH/POA/CGH/CNF;CGH;POA;2;219;N;Z;ZZ;930,24;1;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;G3;CNF/CGH/POA/CGH/CNF;POA;CGH;3;219;N;Z;ZZ;930,24;1;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;G3;CNF/CGH/POA/CGH/CNF;CGH;CNF;4;219;N;Z;ZZ;930,24;1;;9999999999;SAO;1;;
26/06/2019;08/07/2019;23:59;AD;VCP/CGB/VCP;VCP;CGB;1;22;N;Z;ZZ;2.102,80;25;;9999999999;SAO;1;;
26/06/2019;14/07/2019;23:59;AD;VCP/CGB/VCP;CGB;VCP;2;22;N;Z;ZZ;2.102,80;25;;9999999999;SAO;1;;
27/06/2019;02/07/2019;23:59;AD;CWB/CGH/CNF;CWB;CGH;1;220;N;Z;ZZ;662,9;251;;9999999999;SAO;1;;
27/06/2019;02/07/2019;23:59;AD;CWB/CGH/CNF;CGH;CNF;2;220;N;Z;ZZ;662,9;251;;9999999999;SAO;1;;
27/06/2019;02/07/2019;23:59;G3;CNF/GIG/CWB;CNF;GIG;1;221;N;Z;ZZ;701,9;251;;9999999999;SAO;1;;
27/06/2019;02/07/2019;23:59;G3;CNF/GIG/CWB;GIG;CWB;2;221;N;Z;ZZ;701,9;251;;9999999999;SAO;1;;
27/06/2019;18/07/2019;23:59;G3;CGH/SDU/CGH;CGH;SDU;1;222;N;Z;ZZ;427,9;252;;9999999999;SAO;1;;
27/06/2019;20/07/2019;23:59;G3;CGH/SDU/CGH;SDU;CGH;2;222;N;Z;ZZ;427,9;252;;9999999999;SAO;1;;
27/06/2019;01/07/2019;23:59;G3;CGH/REC/CGH;CGH;REC;1;223;N;Z;ZZ;2.094,24;1;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;G3;CGH/REC/CGH;REC;CGH;2;223;N;Z;ZZ;2.094,24;1;;9999999999;SAO;1;;
27/06/2019;03/07/2019;23:59;AD;MOC/CNF/VCP/FOR;MOC;CNF;1;224;N;Z;ZZ;719,9;25;;9999999999;SAO;1;;
27/06/2019;03/07/2019;23:59;AD;MOC/CNF/VCP/FOR;CNF;VCP;2;224;N;Z;ZZ;719,9;25;;9999999999;SAO;1;;
27/06/2019;03/07/2019;23:59;AD;MOC/CNF/VCP/FOR;VCP;FOR;3;224;N;Z;ZZ;719,9;25;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;JJ;FLN/CGH/CWB;FLN;CGH;1;225;N;Z;ZZ;720,8;1;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;JJ;FLN/CGH/CWB;CGH;CWB;2;225;N;Z;ZZ;720,8;1;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;G3;JPA/CGH/POA/CGH/FLN//CWB/GRU/JPA;JPA;CGH;1;226;N;Z;ZZ;2.322,78;1;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;G3;JPA/CGH/POA/CGH/FLN//CWB/GRU/JPA;CGH;POA;2;226;N;Z;ZZ;2.322,78;1;;9999999999;SAO;1;;
27/06/2019;02/07/2019;23:59;G3;JPA/CGH/POA/CGH/FLN//CWB/GRU/JPA;POA;CGH;3;226;N;Z;ZZ;2.322,78;1;;9999999999;SAO;1;;
27/06/2019;02/07/2019;23:59;G3;JPA/CGH/POA/CGH/FLN//CWB/GRU/JPA;CGH;FLN;4;226;N;Z;ZZ;2.322,78;1;;9999999999;SAO;1;;
27/06/2019;06/07/2019;23:59;G3;JPA/CGH/POA/CGH/FLN//CWB/GRU/JPA;CWB;GRU;5;226;N;Z;ZZ;2.322,78;1;;9999999999;SAO;1;;
27/06/2019;06/07/2019;23:59;G3;JPA/CGH/POA/CGH/FLN//CWB/GRU/JPA;GRU;JPA;6;226;N;Z;ZZ;2.322,78;1;;9999999999;SAO;1;;
27/06/2019;27/06/2019;23:59;G3;GRU/UIO;GRU;UIO;1;227;I;Z;ZZ;1.057,13;238;;9999999999;SAO;1;;
27/06/2019;15/07/2019;23:59;G3;SDU/VIX;SDU;VIX;1;228;N;Z;ZZ;320,36;1;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;AD;VIX/VCP/JOI/VCP/VIX;VIX;VCP;1;229;N;Z;ZZ;1.274,80;12;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;AD;VIX/VCP/JOI/VCP/VIX;VCP;JOI;2;229;N;Z;ZZ;1.274,80;12;;9999999999;SAO;1;;
27/06/2019;18/07/2019;23:59;AD;VIX/VCP/JOI/VCP/VIX;JOI;VCP;3;229;N;Z;ZZ;1.274,80;12;;9999999999;SAO;1;;
27/06/2019;18/07/2019;23:59;AD;VIX/VCP/JOI/VCP/VIX;VCP;VIX;4;229;N;Z;ZZ;1.274,80;12;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;G3;SSA/CGH/CWB/CGH/SSA;SSA;CGH;1;23;N;Z;ZZ;1.266,24;1;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;G3;SSA/CGH/CWB/CGH/SSA;CGH;CWB;2;23;N;Z;ZZ;1.266,24;1;;9999999999;SAO;1;;
26/06/2019;05/07/2019;23:59;G3;SSA/CGH/CWB/CGH/SSA;CWB;CGH;3;23;N;Z;ZZ;1.266,24;1;;9999999999;SAO;1;;
26/06/2019;05/07/2019;23:59;G3;SSA/CGH/CWB/CGH/SSA;CGH;SSA;4;23;N;Z;ZZ;1.266,24;1;;9999999999;SAO;1;;
27/06/2019;01/07/2019;23:59;G3;GRU/XAP/GRU;GRU;XAP;1;230;N;Z;ZZ;2.551,80;256;;9999999999;SAO;1;;
27/06/2019;05/07/2019;23:59;G3;GRU/XAP/GRU;XAP;GRU;2;230;N;Z;ZZ;2.551,80;256;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;JJ;CGR/CGH;CGR;CGH;1;231;N;Z;ZZ;1.399,90;15;;9999999999;SAO;1;;
27/06/2019;28/06/2019;23:59;G3;CGH/CGR;CGH;CGR;1;232;N;Z;ZZ;1.287,91;15;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;JJ;GRU/CWB;GRU;CWB;1;233;N;Z;ZZ;362,34;256;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;AD;CWB/GRU;CWB;GRU;1;234;N;Z;ZZ;229,9;256;;9999999999;SAO;1;;
27/06/2019;01/07/2019;23:59;JJ;GRU/CWB;GRU;CWB;1;235;N;Z;ZZ;303,57;48;;9999999999;SAO;1;;
27/06/2019;06/07/2019;23:59;G3;CGH/GYN/CGH;CGH;GYN;1;236;N;Z;ZZ;1.506,80;181;;9999999999;SAO;1;;
27/06/2019;06/07/2019;23:59;G3;CGH/GYN/CGH;GYN;CGH;2;236;N;Z;ZZ;1.506,80;181;;9999999999;SAO;1;;
27/06/2019;06/07/2019;23:59;G3;CGH/GYN/CGH;CGH;GYN;1;237;N;Z;ZZ;1.506,80;181;;9999999999;SAO;1;;
27/06/2019;06/07/2019;23:59;G3;CGH/GYN/CGH;GYN;CGH;2;237;N;Z;ZZ;1.506,80;181;;9999999999;SAO;1;;
27/06/2019;28/06/2019;23:59;G3;STM/BEL;STM;BEL;1;238;N;Z;ZZ;574,51;1;;9999999999;SAO;1;;
27/06/2019;29/06/2019;23:59;JJ;SDU/BSB/BEL;SDU;BSB;1;239;N;Z;ZZ;1.869,15;1;;9999999999;SAO;1;;
27/06/2019;29/06/2019;23:59;JJ;SDU/BSB/BEL;BSB;BEL;2;239;N;Z;ZZ;1.869,15;1;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;AD;FOR/THE/FOR;FOR;THE;1;24;N;Z;ZZ;407,45;1;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;AD;FOR/THE/FOR;THE;FOR;2;24;N;Z;ZZ;407,45;1;;9999999999;SAO;1;;
27/06/2019;15/07/2019;23:59;G3;IGU/GRU/IGU;IGU;GRU;1;240;N;Z;ZZ;889,8;25;;9999999999;SAO;1;;
27/06/2019;19/07/2019;23:59;G3;IGU/GRU/IGU;GRU;IGU;2;240;N;Z;ZZ;889,8;25;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;2Z;PMW/GRU;PMW;GRU;1;241;N;Z;ZZ;652,41;247;;9999999999;SAO;1;;
27/06/2019;08/07/2019;23:59;AD;GRU/CNF/GYN/PMW;GRU;CNF;1;242;N;Z;ZZ;1.384,90;247;;9999999999;SAO;1;;
27/06/2019;08/07/2019;23:59;AD;GRU/CNF/GYN/PMW;CNF;GYN;2;242;N;Z;ZZ;1.384,90;247;;9999999999;SAO;1;;
27/06/2019;08/07/2019;23:59;AD;GRU/CNF/GYN/PMW;GYN;PMW;3;242;N;Z;ZZ;1.384,90;247;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;JJ;CGH/CGB/CGH;CGH;CGB;1;243;N;Z;ZZ;1.202,16;19;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;JJ;CGH/CGB/CGH;CGB;CGH;2;243;N;Z;ZZ;1.202,16;19;;9999999999;SAO;1;;
27/06/2019;08/07/2019;23:59;G3;ITB/BEL;ITB;BEL;1;244;N;Z;ZZ;1.099,90;58;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;AR;GRU/EZE/GRU;GRU;EZE;1;245;I;Z;ZZ;1.676,02;46;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;AR;GRU/EZE/GRU;EZE;GRU;2;245;I;Z;ZZ;1.676,02;46;;9999999999;SAO;1;;
27/06/2019;02/07/2019;23:59;JJ;SDU/CGH/SDU;SDU;CGH;1;246;N;Z;ZZ;891,26;228;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;JJ;SDU/CGH/SDU;CGH;SDU;2;246;N;Z;ZZ;891,26;228;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;G3;JPA/GRU/FLN/GIG/JPA;JPA;GRU;1;247;N;Z;ZZ;2.442,24;1;;9999999999;SAO;1;;
27/06/2019;30/06/2019;23:59;G3;JPA/GRU/FLN/GIG/JPA;GRU;FLN;2;247;N;Z;ZZ;2.442,24;1;;9999999999;SAO;1;;
27/06/2019;03/07/2019;23:59;G3;JPA/GRU/FLN/GIG/JPA;FLN;GIG;3;247;N;Z;ZZ;2.442,24;1;;9999999999;SAO;1;;
27/06/2019;03/07/2019;23:59;G3;JPA/GRU/FLN/GIG/JPA;GIG;JPA;4;247;N;Z;ZZ;2.442,24;1;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;JJ;GRU/EZE/GRU;GRU;EZE;1;248;I;Z;ZZ;3.463,53;46;;9999999999;SAO;1;;
27/06/2019;04/07/2019;23:59;JJ;GRU/EZE/GRU;EZE;GRU;2;248;I;Z;ZZ;3.463,53;46;;9999999999;SAO;1;;
27/06/2019;01/07/2019;23:59;JJ;SDU/BSB/THE/BSB/SDU;SDU;BSB;1;249;N;Z;ZZ;0;1;;9999999999;SAO;1;;
27/06/2019;01/07/2019;23:59;JJ;SDU/BSB/THE/BSB/SDU;BSB;THE;2;249;N;Z;ZZ;0;1;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;JJ;SDU/BSB/THE/BSB/SDU;THE;BSB;3;249;N;Z;ZZ;0;1;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;JJ;SDU/BSB/THE/BSB/SDU;BSB;SDU;4;249;N;Z;ZZ;0;1;;9999999999;SAO;1;;
26/06/2019;03/07/2019;23:59;JJ;FOR/NAT;FOR;NAT;1;25;N;Z;ZZ;107,93;1;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;G3;GRU/SDU/GRU;GRU;SDU;1;250;N;Z;ZZ;575,74;21;;9999999999;SAO;1;;
27/06/2019;12/07/2019;23:59;G3;GRU/SDU/GRU;SDU;GRU;2;250;N;Z;ZZ;575,74;21;;9999999999;SAO;1;;
27/06/2019;27/06/2019;23:59;G3;CGH/CXJ;CGH;CXJ;1;251;N;Z;ZZ;410,9;127;;9999999999;SAO;1;;
27/06/2019;10/07/2019;23:59;AD;POA/NVT//CWB/POA;POA;NVT;1;252;N;Z;ZZ;665,82;1;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;AD;POA/NVT//CWB/POA;CWB;POA;2;252;N;Z;ZZ;665,82;1;;9999999999;SAO;1;;
27/06/2019;10/07/2019;23:59;AD;GYN/VCP/JOI/VCP/GYN;GYN;VCP;1;253;N;Z;ZZ;994,32;1;;9999999999;SAO;1;;
27/06/2019;10/07/2019;23:59;AD;GYN/VCP/JOI/VCP/GYN;VCP;JOI;2;253;N;Z;ZZ;994,32;1;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;AD;GYN/VCP/JOI/VCP/GYN;JOI;VCP;3;253;N;Z;ZZ;994,32;1;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;AD;GYN/VCP/JOI/VCP/GYN;VCP;GYN;4;253;N;Z;ZZ;994,32;1;;9999999999;SAO;1;;
27/06/2019;25/07/2019;23:59;G3;CGH/CXJ/CGH;CGH;CXJ;1;254;N;Z;ZZ;499,8;236;;9999999999;SAO;1;;
27/06/2019;25/07/2019;23:59;G3;CGH/CXJ/CGH;CXJ;CGH;2;254;N;Z;ZZ;499,8;236;;9999999999;SAO;1;;
27/06/2019;10/07/2019;23:59;JJ;CGH/JOI/CGH;CGH;JOI;1;255;N;Z;ZZ;217,8;1;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;JJ;CGH/JOI/CGH;JOI;CGH;2;255;N;Z;ZZ;217,8;1;;9999999999;SAO;1;;
27/06/2019;09/07/2019;23:59;G3;FOR/CGH/JOI;FOR;CGH;1;256;N;Z;ZZ;553,26;1;;9999999999;SAO;1;;
27/06/2019;09/07/2019;23:59;G3;FOR/CGH/JOI;CGH;JOI;2;256;N;Z;ZZ;553,26;1;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;JJ;JOI/CGH//GRU/FOR;JOI;CGH;1;257;N;Z;ZZ;561;1;;9999999999;SAO;1;;
27/06/2019;11/07/2019;23:59;JJ;JOI/CGH//GRU/FOR;GRU;FOR;2;257;N;Z;ZZ;561;1;;9999999999;SAO;1;;
27/06/2019;09/07/2019;23:59;G3;GIG/VIX;GIG;VIX;1;258;N;Z;ZZ;314,41;1;;9999999999;SAO;1;;
27/06/2019;10/07/2019;23:59;JJ;VIX/CGH/JOI;VIX;CGH;1;259;N;Z;ZZ;545,7;1;;9999999999;SAO;1;;
27/06/2019;10/07/2019;23:59;JJ;VIX/CGH/JOI;CGH;JOI;2;259;N;Z;ZZ;545,7;1;;9999999999;SAO;1;;
26/06/2019;01/07/2019;23:59;G3;NAT/FOR;NAT;FOR;1;26;N;Z;ZZ;206,55;1;;9999999999;SAO;1;;
27/06/2019;08/07/2019;23:59;AD;JOI/VCP/SDU;JOI;VCP;1;260;N;Z;ZZ;560,91;1;;9999999999;SAO;1;;
27/06/2019;08/07/2019;23:59;AD;JOI/VCP/SDU;VCP;SDU;2;260;N;Z;ZZ;560,91;1;;9999999999;SAO;1;;
27/06/2019;01/07/2019;23:59;JJ;POA/CGH/POA;POA;CGH;1;261;N;Z;ZZ;959,77;27;;9999999999;SAO;1;;
27/06/2019;03/07/2019;23:59;JJ;POA/CGH/POA;CGH;POA;2;261;N;Z;ZZ;959,77;27;;9999999999;SAO;1;;
